timestamp,GHI_PHY,TEMPERATURE,PRESSURE,CLDFRAC,CLRNIDX,WIND_SPEED,HUMIDITY,SAZIM,SZA,ISCLEAR,GHICLEAR,DNI,DHI
2022-12-05 00:00:00+00:00,0.0,8.473194122314453,87924.6953125,1.0,0.0,0.0,57.01443099975586,334.40519546353363,170.40893879475163,0.0,0.0,0.0,0.0
2022-12-05 00:05:00+00:00,0.0,8.446239471435547,87920.796875,1.0,0.0,0.0,56.99856185913086,341.0432723223255,170.8156866738747,0.0,0.0,0.0,0.0
2022-12-05 00:10:00+00:00,0.0,8.43074893951416,87915.796875,1.0,0.0,0.0,56.90729522705078,348.176416533395,171.10066678412045,0.0,0.0,0.0,0.0
2022-12-05 00:15:00+00:00,0.0,8.419677734375,87913.7265625,1.0,0.0,0.0,56.79469680786133,355.6521741750755,171.25194373299763,0.0,0.0,0.0,0.0
2022-12-05 00:20:00+00:00,0.0,8.40237808227539,87911.4375,1.0,0.0,0.0,56.71901321411133,3.261631480664164,171.26255694162177,0.0,0.0,0.0,0.0
2022-12-05 00:25:00+00:00,0.0,8.384177207946777,87909.171875,1.0,0.0,0.0,56.66614532470703,10.771636357772422,171.13200190831444,0.0,0.0,0.0,0.0
2022-12-05 00:30:00+00:00,0.0,8.350851058959961,87908.6875,1.0,0.0,0.0,56.68189239501953,17.96718790964485,170.86634378056394,0.0,0.0,0.0,0.0
2022-12-05 00:35:00+00:00,0.0,8.31202220916748,87908.8359375,1.0,0.0,0.0,56.72380065917969,24.68614158963556,170.47690823108246,0.0,0.0,0.0,0.0
2022-12-05 00:40:00+00:00,0.0,8.275619506835938,87909.1328125,1.0,0.0,0.0,56.79204559326172,30.83393300736753,169.97815069544964,0.0,0.0,0.0,0.0
2022-12-05 00:45:00+00:00,0.0,8.210858345031738,87910.5859375,1.0,0.0,0.0,56.99083709716797,36.37848631369639,169.3855164865442,0.0,0.0,0.0,0.0
2022-12-05 00:50:00+00:00,0.0,8.152798652648926,87911.21875,1.0,0.0,0.0,57.20451736450195,41.33401840285888,168.71383800186854,0.0,0.0,0.0,0.0
2022-12-05 00:55:00+00:00,0.0,8.10155963897705,87911.609375,1.0,0.0,0.0,57.431739807128906,45.74289020806265,167.97641552791248,0.0,0.0,0.0,0.0
2022-12-05 01:00:00+00:00,0.0,8.047121047973633,87912.1796875,1.0,0.0,0.0,57.70222091674805,49.66081209092931,167.18465984138243,0.0,0.0,0.0,0.0
2022-12-05 01:05:00+00:00,0.0,7.989779949188232,87912.75,1.0,0.0,0.0,58.01557540893555,53.14687387859078,166.34809225024827,0.0,0.0,0.0,0.0
2022-12-05 01:10:00+00:00,0.0,7.947005271911621,87912.984375,1.0,0.0,0.0,58.311466217041016,56.25776434601494,165.47452920940276,0.0,0.0,0.0,0.0
2022-12-05 01:15:00+00:00,0.0,7.913951396942139,87914.265625,1.0,0.0,0.0,58.606712341308594,59.04495367201588,164.57033226231147,0.0,0.0,0.0,0.0
2022-12-05 01:20:00+00:00,0.0,7.867743492126465,87914.34375,0.9999613761901855,0.0,0.0,58.97368240356445,61.55368817796057,163.64066305288694,0.0,0.0,0.0,0.0
2022-12-05 01:25:00+00:00,0.0,7.815094470977783,87913.5546875,1.0000003576278689,0.0,0.0,59.38844680786133,63.82299488801442,162.6897105097247,0.0,0.0,0.0,0.0
2022-12-05 01:30:00+00:00,0.0,7.780721664428711,87914.1953125,1.0000824928283691,0.0,0.0,59.76197814941406,65.88616839855922,161.7208844691864,0.0,0.0,0.0,0.0
2022-12-05 01:35:00+00:00,0.0,7.750458717346191,87913.90625,1.0007728338241575,0.0,0.0,60.13973236083984,67.77145304279702,160.73697196423427,0.0,0.0,0.0,0.0
2022-12-05 01:40:00+00:00,0.0,7.715203762054443,87913.6953125,0.0,0.0,0.0,60.5339469909668,69.50275346474473,159.74026341055836,0.0,0.0,0.0,0.0
2022-12-05 01:45:00+00:00,0.0,7.687214851379394,87913.5,0.0,0.0,0.0,60.91503143310547,71.1003005162404,158.7326527034545,0.0,0.0,0.0,0.0
2022-12-05 01:50:00+00:00,0.0,7.670283317565918,87913.7265625,0.0,0.0,0.0,61.27674102783203,72.58124295306413,157.715714902783,0.0,0.0,0.0,0.0
2022-12-05 01:55:00+00:00,0.0,7.652528285980225,87912.4140625,0.0,0.0,0.0,61.649810791015625,73.96015196530868,156.69076926523837,0.0,0.0,0.0,0.0
2022-12-05 02:00:00+00:00,0.0,7.634136199951172,87912.671875,0.0,0.0,0.0,62.032493591308594,75.24944914511161,155.65892703796095,0.0,0.0,0.0,0.0
2022-12-05 02:10:00+00:00,0.0,7.601421356201172,87911.234375,0.0,0.0,0.0,62.78557586669922,77.60021085982618,153.57818631585772,0.0,0.0,0.0,0.0
2022-12-05 02:15:00+00:00,0.0,7.575949192047119,87911.140625,0.0,0.0,0.0,63.198486328125,78.67866810058945,152.5307837427384,0.0,0.0,0.0,0.0
2022-12-05 02:20:00+00:00,0.0,7.54038667678833,87910.1953125,0.0,0.0,0.0,63.65283966064453,79.70194239713453,151.4795207806592,0.0,0.0,0.0,0.0
2022-12-05 02:25:00+00:00,0.0,7.499878406524658,87909.7890625,0.0,0.0,0.0,64.12907409667969,80.67595270812978,150.4249167433545,0.0,0.0,0.0,0.0
